name,description,property_type_name,province_name,district_name,ward_name,street_name,project_name,price,area,floor_count,frontage_width,house_depth,road_width,bedroom_count,bathroom_count,house_direction,balcony_direction,published_at,latitude,longitude
"Bán nhà mặt phố Thuỵ Khuê, lô góc 3 thoáng, kinh doanh, vỉa hè, thang máy, ô tô vào nhà, miễn TG","Mặt phố - lô góc 3 mặt thoáng - vỉa hè - kinh doanh bất chấp - thang máy - view Hồ Tây - tiện ích bạt ngàn. - Nhà mặt phố kinh doanh bất chấp, làm gì cũng phù hợp, nhà xây cực kỳ chắc chắn, cẩn thận, chất lượng cao. - Kinh Doanh đa dạng các ngành nghề: Spa, thẩm mỹ, nhà hàng, cafe, văn phòng. Thiết kế: - Tầng 1: Hầm để xe. - Tầng 2: Tầng lửng quầy lễ tân. - Tầng 3,4,5: Thông sàn mỗi tầng 1 phòng rộng, wc, cầu thang bộ, thang máy cuối nhà. - Tầng 6: Phòng thờ và bếp nấu, phòng ăn. - Tum: Sân phơi, hộp kỹ thuật. Sổ CC giao dịch ngay.",Nhà,Hà Nội,Tây Hồ,Thụy Khuê,Thụy Khuê,,11784712500,50.0,4.0,6.0,,,3.0,3.0,,,2025-06-05T05:06:23.392000,21.073278,105.830167
Bán 60m2 và 79m2 đất phân lô Đồng Súc thị trấn Phùng,"- 60m2, mặt tiền 4m, sâu 15m, hướng Đông Nam (có sổ đỏ kèm theo), giá 85tr/m2. - 79m2, hai mặt tiền (rộng 5,5m2), sâu 14,5m, hướng Tây Bắc và Đông Nam, giá 95tr/m2. Đón đường quy hoặc 25m. - Liên hệ xem đất 24/24h. BĐS Lê An, chuyên canh đất đồng Ông, đa canh đất khu vực Đan Phượng, ĐT: [phone_number] [phone_number]",Đất,Hà Nội,Đan Phượng,Phùng,,,7157250000,60.0,0.0,4.0,,,0.0,0.0,Đông Nam,,2025-06-24T15:42:57.983000,21.032562,105.869684
Mặt tiền KD Tam Đa - Trường Thạnh - 5.5 Tỷ,"Mặt tiền KD Tam Đa - Trường Thạnh - 5.5 Tỷ Diện tích: 100m2 (5 X 20), công nhận 71m2, - Kết cấu: 1 trệt 1 lầu, 2PN, 2WC mặt tiền tiện kinh doanh - Ngay ngã 3 Tam Đa, Nguyễn Duy Trinh, gần đường Lã Xuân Oai, - Phù hợp kimh doanh mỹ phẩm, ăn uống, spa,.... - Sổ hồng riêng đầy đủ, hoàn công, CC ngày[phone_number] Trịnh Trà hỗ trợ xem nhà miễn phí.",Nhà,Hồ Chí Minh,Thủ Đức,Trường Thạnh,,,14569775000,100.0,4.0,10.0,,,2.0,2.0,,,2025-06-15T22:04:19.925000,10.857739,106.742817
"Building 9 tầng mặt Miếu Đầm đối diện KS Mariot DT 51m, mặt tiền 5m, 37.5 tỷ, [phone_number]","- Bán tòa 9 tầng mặt phố Miếu Đầm đối diện KS Mariot DT 51m, mặt tiền 5m, 37.5 tỷ. - Vị trí độc tôn, đắc địa, đường đôi 40m vỉa hè 7m, đông người ua lại kinh doanh tấp lập. - Phù hợp spa, nha khoa, thẩm mỹ, các thương hiệu lớn.... - Tòa nhà xây mới 100% thang máy đầy đủ. - Thiết kế: + Tầng 1: Gara ô tô + WC + Tầng lửng: Lễ tân + WC + Tầng 3,4,5,6,7: Thông sàn + WC + Tầng 8: Bếp + WC, ban công. + Tầng 9: Sân thượng + BBQ. - Liên hệ Khởi Phát Land: [phone_number]",Nhà,Hà Nội,Nam Từ Liêm,Mễ Trì,Miếu Đầm,,12078087750,51.0,4.0,5.0,,,4.0,3.0,Nam,Nam,2025-06-26T08:47:49.467000,21.039052,105.849912
"Bán Gấp! Mặt tiền 5m, nở hậu siêu hiếm mặt tiền kinh doanh Trần Quang Khải, vỉa hè KD 5m, 324tr/m2","Siêu hiếm mặt tiền Trần Quang Khải, P. Tân Định, Quận 1 + Tuyến đường kinh doanh sâm uất, đa ngành nghề kinh doanh + Phù hợp mua đầu tư, cho thuê. Hoặc xây dựng mới toà nhà Hầm, 5 Tầng + Diện tích: 5m x 30m, nở hậu + Kết cấu: 1 trệt, 1 lầu Giá: 48 tỷ Xem trăm tin đủ thông tin, không bằng 1 lần tư vấn. Liên hệ Em SĐT: [phone_number] Chuyên ""NHẬN TƯ VẤN BÁN - CHO THUÊ & TÌM MUA NHÀ ĐẤT CÁC QUẬN TRUNG TÂM TP. HỒ CHÍ MINH. Phương châm tận tâm - chuyên nghiệp - nhanh chóng. Cung cấp thông tin thật 100% - Giá bán chính Chủ. Pháp lý chuẩn, đã được kiểm tra. Tư vấn định giá miễn phí, nhận định thị trường.",Nhà,Hồ Chí Minh,1,Tân Định,Trần Quang Khải,,36212679000,148.0,4.0,5.0,,,4.0,4.0,,,2025-06-25T04:34:17.410000,10.760272,106.698913
TOP1! Mặt tiền khu Hai Bà Trưng.Q1(6.1x20) - Hầm 7 tầng - 200tr/tháng - 32 tỷ - O925324498,"GỌI NGAY: O92 532 44 98 . BẢO TRÂN (zalo24/7) * THÔNG TIN THẬT 100% * Mặt tiền khu Hai Bà Trưng.Q1 - DT: 6.1 x 20 ( CN: 110m2 ) - KC: 5 tầng - GPXD: Hầm 7 tầng - có thang máy - TN: 200 triệu / tháng - 2.4 tỷ / năm - Có vỉa hè 8m, xung quanh nhiều toà nhà văn phòng, ngân hàng, nhà hàng, CHDV, nhiều du khách nước ngoài,.... - Giá: 32 tỷ (thương lượng) GỌI NGAY: O92 532 44 98 . BẢO TRÂN (zalo24/7)",Nhà,Hồ Chí Minh,1,Tân Định,Hai Bà Trưng,,25510367500,110.0,4.0,,,,4.0,3.0,,,2025-06-11T15:19:42.648000,10.763718,106.690464
"(Giá thật) chính chủ bán căn 66m2, 3PN + tầng trung giá 5,95 tỷ chung cư Handi Resco",Chuyển nhà xuống biệt thự nên gia đình cần bán chung cư Handi Resco - 31 Lê Văn Lương. Diện tích sử dụng: 66m2 thiết kế 2 phòng ngủ + 2 vệ sinh. Giá bán: 5 tỷ 950 triệu (có ra lộc cho khách thiện chí). Liên hệ: [phone_number] Quyết BĐS Giá Thật.,Căn hộ chung cư,Hà Nội,Thanh Xuân,,,,6561260000,66.0,7.0,,,,2.0,2.0,Đông Nam,Tây Bắc,2025-06-06T04:28:49.097000,21.006938,105.793786
Nhà đẹp 5 sao - trung tâm Đống Đa - tặng full nội thất,"Siêu phẩm Đống Đa - nhà đẹp 5 sao - siêu vip phố hiếm - nhỉnh 6 tỷ. Bán nhà phố Tôn Đức Thắng giáp Ba Đình - full nội thất 5 sao: 30m2, 4 tầng, rộng 5 m. Giá 6 tỷ 350. LH gặp chủ [phone_number]",Nhà,Hà Nội,Đống Đa,Hàng Bột,Tôn Đức Thắng,,5618327500,30.0,4.0,5.0,,,3.0,3.0,,,2025-06-20T13:16:34.799000,21.016789,105.826595
"Em chính chủ cần bán nhà Định Công Thượng, quận Hoàng Mai, nhà 4 tầng, DT 70m2, SDCC. Lh","Chính chủ bán nhà ngõ 104 phố Định Công Thượng, Hoàng Mai, ô tô con đỗ cửa, 2 thoáng trước sau. Giá 10,6 tỷ. DT: 70m2 xây 4 tầng kiên cố, mặt tiền 4m, thoáng 2 mặt, khách chỉ việc xách vali vào ở. + Vị trí nhà cực đẹp, ngõ trước nhà 4m để xe thoải mái, đường lối sạch sẽ. - Nhà cách 10m ra mặt phố Định Công Thượng, thông sang các phố Vũ Tông Phan, Bùi Xương Trạch, Trần Hoà, Kim Giang, Khương Đình, trung tâm tiện ích ngập tràn. + Thiết kế 4 tầng full công năng sử dụng. - Tầng 1 phòng khách, bếp, wc, có sân để xe riêng. - Tầng 2,3 mỗi tầng 2 ngủ + wc. - Tầng 4 phòng thờ sân phơi. + Sổ đỏ vuông vắn. (Thiện chí có thương lượng). Lh làm việc chính chủ em Diện (miễn MG, TG).",Nhà,Hà Nội,Hoàng Mai,Định Công,Định Công Thượng,,11712767500,70.0,4.0,4.0,,3.2,4.0,3.0,,,2025-06-22T12:06:55.130000,21.019185,105.857657
"Bcons Solary căn 2pn giá chỉ 1,79 tỷ có ngay 3 tầng TT thương mại ngay dưới chân nhà","Hot: Căn hộ Bcons Solary độc quyền hơn 300 căn đẹp và giá tốt nhất giai đoạn 1. * Vị trí: Số 20, đường số 4, Tân Đông Hiệp, TP. Dĩ An, TP. Hồ Chí Minh, liền kề Làng Đại Học, Thủ Đức, kết nối nhanh về trung tâm TP. HCM và Biên Hòa. Cách trạm Metro số 1 nối dài 600m. * Chủ đầu tư: Công ty Cổ phần Đầu tư Xây dựng Bcons. * Diện tích dự án: 17,890m². * Quy mô: Gồm 4 block cao từ 36 - 38 tầng, cung cấp 1812 căn hộ và 850 căn hộ dịch vụ. * Loại hình sản phẩm: - Căn hộ 2PN. - Diện tích linh hoạt ~46m², 63m². - Có 3 tầng trung tâm thương mại, shop house, trường mẫu giáo, phòng tập gym, thiền, yoga, khu chợ đêm, ẩm thực... Hơn 81 tiện ích phục vụ cư dân tại Bcons Solary. * Đặc biệt: Căn hộ Bcons Solary chỉ cách Trạm Metro số 1 nối dài 600m. * Giá bán hấp đẫn. - Căn 2PN, 1WC chỉ từ 1.7 tỷ đồng. - Căn 2PN, 2WC chỉ từ 1.9 tỷ đồng. Giá trực tiếp từ chủ đầu tư, rổ hàng độc quyền 300 căn đẹp nhất giai đoạn đầu. * Phương thức thanh toán cực kì ưu đãi và linh hoạt. Chỉ cần thanh toán 15% trong 2 năm. Chủ đầu tư hỗ trợ lãi suất và ân hạn nợ gốc lên đến 24 tháng. Ngân hàng MB bank hỗ trợ vay đến 70% Giá trị căn hộ. Ân hạn nợ gốc 5 năm. Khách chỉ cần thanh toán từ 7,9 triệu/tháng. Bàn giao nội thất hoàn thiện cơ bản, thiết kế thông minh, đón gió và ánh sáng tự nhiên. * Pháp lý: Sổ hồng sở hữu lâu dài. * Liên hệ 24/7: Diễm Thanh Zalo).",Căn hộ chung cư,Bình Dương,Dĩ An,Tân Đông Hiệp,Số 4,Bcons Solary,2077358400,52.65,7.0,,,,2.0,2.0,Tây - Bắc,Đông - Nam,2025-06-27T14:25:09.234000,10.89779,106.774231
"Bán nhà quận Tân Bình - Đường Đất Thánh,P.6 - giá chỉ 5.2 tỷ","- Nhà đường Đất Thánh,p.6,Tân Bình -35m2 , 1 trệt, 1 lầu -Gần ngay cv Lê Thị Riêng giáp Q10,thuận tiện di chuyển về các quận trung tâm -Pháp lý chuẩn -Gia chủ nhiệt bán -Khu vực ít nhà bán,về trung tâm Q1 rất gần",Nhà,Hồ Chí Minh,Tân Bình,6,Đất Thánh,,6245671250,35.0,4.0,,,,2.0,2.0,,,2025-06-27T10:56:17.523000,10.79456,106.643776
"Bán dinh thự Swanbay căn góc 3 mặt view công viên 600m2, giá 53 tỷ","Hàng Hiếm Dinh thự Swanbay - Đảo Đại Phước tìm chủ nhân xứng tầm. La Maison Phân khu 4 (Zone 4). - Diện tích đất: 600m2. - Kết cấu: 326m sàn, 1 trệt + 1 lầu. - Giá bán: 53 tỷ. (88.3tr/m2). - Vị trí: Zone 4.1 (view 2 mặt tiền công viên). - Pháp lý: HĐMB. - Hiện trạng: Đã bàn giao, thô bên trong, hoàn thiện bên ngoài. Liên hệ: Ms Thương.",Biệt thự/Nhà liền kề,Đồng Nai,Nhơn Trạch,Đại Phước,Quốc Lộ 51,Swan Bay,46148000000,600.0,2.0,20.0,,16.0,5.0,5.0,Đông - Bắc,Đông - Bắc,2025-06-24T13:33:35.567000,10.963959,106.848716
Bán nhà lầu hoàn công 3 PN diện tích rộng 4m x 19m =74.9m2 lộ ô tô nhà gần trường Đh Y Dược,"CG - bán nhà lầu tuyệt đẹp - trục chính liên tổ 1 - 2, kế KDC Đại Ngân - An Khánh, Ninh Kiều, Tp Cần Thơ. Giá: 3 tỷ 490 triệu (TL chính chủ). - Diện tích: 4m x 19m = 74.9m2. - Diện tích sử dụng: 150m2. - Pháp lý: Thổ cư 100%, hoàn công. - Hướng: Đông Nam. - Lộ giới: 4m xe hơi đến nhà. Kết cấu: Nhà trệt lầu vị trí đẹp xây kiên cố, thiết kế hiện đại - không gian bếp rộng rãi, 3 phòng ngủ (01 phòng ngủ tầng trệt), phòng thờ, 02 wc, ban công thoáng mát. Ưu điểm nhà, diện tích rộng thiết kế đủ công năng, lộ o to, nhà gần các trường đại học lớn tại tp cần thơ, thuận tiện cho gia đình mua định cư lâu dài. Lh: [phone_number]",Nhà,Cần Thơ,Ninh Kiều,An Khánh,Nguyễn Văn Cừ,,3551024080,74.9,4.0,4.0,,,3.0,2.0,Đông Nam,Đông Nam,2025-06-06T10:28:07.526000,10.047906,105.742572
"Giá chưa đến 2 tỷ sở hữu mảnh đất 78,5m2 full TC. Tại Quyết Hạ Đông Sơn, Chương Mỹ, Hà Nội","Giá 1 tỷ 950 triệu sở hữu mảnh đất 78,5m2 full TC. Tại Quyết Hạ Đông Sơn, Chương Mỹ, Hà Nội. Cách Quốc Lộ 6 đang mở rộng và chợ chỉ 1km. Mặt tiền 4,3m nở hậu 6,95m. Đường trước đất 4m ô tô đỗ cửa, mốc giới rõ ràng sổ đỏ cất két công chứng trong ngày. Lh [phone_number]. E Tới.",Đất,Hà Nội,Chương Mỹ,Xuân Mai,Quốc lộ 6,Khu công nghiệp Phú Nghĩa,7469442500,75.8,0.0,4.0,,,0.0,0.0,Nam,,2025-06-10T03:36:45.891000,21.018147,105.852471
"Cơ hội hiếm căn hộ ngoại giao view sông Hàn, giá tốt nhất thị trường","Cơ hội hiếm căn hộ ngoại giao view sông Hàn giá tốt nhất thị trường! Liên hệ chính chủ: [phone_number]Mr. Hoàng). Gia đình có suất ngoại giao không sử dụng, muốn nhượng lại cho khách hàng thiện chí ai có duyên sẽ sở hữu căn hộ đáng mơ ước ngay trung tâm Đà Nẵng! Thông tin căn hộ Peninsula cần bán: Vị trí vàng: Ngay mặt tiền sông Hàn, liền kề tổ hợp Sun Symphony, sát khán đài chính Lễ hội Pháo hoa Quốc tế. Cách biển Mỹ Khê chỉ 2km. View trực diện 100% sông Hàn, ngắm pháo hoa trọn đời ngay tại nhà pháo hoa trọn đời nga. Thiết kế thông minh: 2 phòng ngủ, 2 vệ sinh. 1 ban công lớn + 1 logia riêng biệt phơi đồ. Diện tích tối ưu, ánh sáng tự nhiên tràn ngập. Pháp lý rõ ràng: Sổ hồng lâu dài, sang tên nhanh chóng. Pháp lý hoàn thiện, đảm bảo an toàn. Dòng tiền hấp dẫn: Khai thác cho thuê: 17 30 triệu/tháng. Giá bán thấp hơn thị trường đến 500 triệu đồng. Không còn căn tương tự cùng vị trí, cùng tầm view trên thị trường. Chi tiết căn hộ: Tầng 11 view pháo hoa trực diện đẹp nhất. Giá bán: 3,765 tỷ (thanh toán theo tiến độ, hỗ trợ vay ngân hàng). Tiềm năng tăng giá x2, x3 trong tương lai gần.",Căn hộ chung cư,Đà Nẵng,Sơn Trà,Nại Hiên Đông,Lê Văn Duyệt,Peninsula Đà Nẵng (The Muse Đà Nẵng),3590412800,61.8,7.0,,,,2.0,2.0,Đông Bắc,Tây Nam,2025-06-24T10:10:02.416000,16.09314,108.268061
Ecopark: Bán nhanh căn 72m2 (2pn 2vs) Aquabay - tầng đẹp - view đẹp - nhà đẹp như ảnh - sẵn sổ,"Chính chủ gửi bán căn 72m2 Aquabay: Căn hộ có thiết kế đẹp nhất trong các căn 2PN tại Ecopark, thiết kế 2pn 2vs 1 ban công và 1 logia thoáng. Nhà tầng trung, view đẹp như ảnh. Đủ đồ như ảnh mới chụp. Xem nhà anh chị liên hệ e Huyền [phone_number] ạ!",Căn hộ chung cư,Hưng Yên,Văn Giang,Xuân Quan,Trúc,Khu căn hộ Aqua Bay Sky Residence Ecopark,2939004000,72.0,7.0,,,,2.0,2.0,Nam,Bắc,2025-06-24T12:36:06.130000,20.64292,106.065869
"Mở bán 256 căn shophouse cao cấp Suncasa Square của chủ đầu tư Vsip, 100 triệu/ Booking","Chính thức nhận booking Sun Casa Square. Tâm điểm siêu đô thị thông minh tại tp. Hcm mới. - 100 Triệu / booking - sở hữu ngay nhà phố thương mại cao cấp tại trung tâm Vsip II, liền kề Thành Phố Mới Bình Dương (Thành Phố Hồ Chí Minh mới). - Suncasa Square - Từ chủ đầu tư Vsip, kết hợp giữa đô thị hiện đại & hệ sinh thái công nghiệp - dịch vụ hàng đầu. Vị trí đắc địa. Trung tâm Vsip II - thủ phủ công nghiệp hiện đại bậc nhất miền Nam. Kết nối dễ dàng đến Vành Đai 3, 4, Cao tốc HCM - TDM - Chơn Thành. Liền kề Metro Thành Phố Mới Bình Dương - Suối Tiên. Quy mô. - 256 căn nhà phố 3 tầng. - Thiết kế hiện đại, sang trọng - tối ưu không gian sống & kinh doanh. Tiện ích nội khu đẳng cấp. - Học viện trẻ thơ, công viên, khu vui chơi trẻ em. - Khu phức hợp thể thao - Suncasa Sport Center. - Quản lý vận hành bởi Savills. Đặc quyền ưu đãi. - Chiết khấu hấp dẫn. - Thanh toán linh hoạt - chỉ 40% nhận nhà ngay. - Cơ hội đầu tư - an cư bền vững. Bạn đã sẵn sàng trở thành chủ nhân Suncasa Central? Inbox ngay hôm nay để nhận bảng giá & chính sách sớm nhất! Công ty cổ phần sàn giao dịch bất động sản An Homes. Head Office: - A03.18.01, Đường G12, Zone 6, Đảo Swanbay, Đại Phước, Nhơn Trạch, Đồng Nai. - D35.3, Đường X1A, Sun Casa Central, P. Vĩnh Tân, TP. HCM Mới Ngọc Hân.",Shophouse,Bình Dương,Tân Uyên,Vĩnh Tân,,Sun Casa Square,7378406000,100.0,3.0,,,,3.0,3.5,,,2025-06-19T18:26:32.503000,10.974306,106.641616
Bán căn góc 2 mặt tiền đường số quận 4,CĂN GÓC 2 MẶT TIỀN ĐƯỜNG SỐ QUẬN 4 DIỆN TÍCH: 4 DÀI 6 công nhận 24m2 Nhà cũ tiện xây mới theo ý khách hàng GIÁ CHÀO BÁN: 5.9TỶ Liên hệ: [phone_number] NHÂN xem nhà NHẬN KÝ GỮI MUA BÁN VÀ CHO THUÊ BẤT ĐỘNG SẢN QUẬN 4 #nhannhaphoquan4,Nhà,Hồ Chí Minh,4,4,Số 4,,5074006000,24.0,4.0,4.0,,,2.0,1.0,,,2025-06-23T02:05:00.984000,10.774775,106.698246
"Bán đất dịch vụ đồng đế, lô Cl18 Dương Nội tại Dương Nội, cạnh siêu thị Aeon, 50m2 vị trí đẹp","Đất nền tại khu dịch dịch vụ đồng đế Dương Nội, Hà Đông, Hà Nội với diện tích 50m2, giá 12 tỷ VND. Mặt tiền 4m, đường vào rộng 12m, thuận lợi cho việc xây dựng và kinh doanh. Pháp lý đầy đủ, phong thủy tốt hướng Tây Bắc, thích hợp cho cả gia đình và đầu tư. Điểm đặc sắc: - Đất có mặt tiền rộng, dễ dàng kinh doanh. - Đường vào rộng, thoáng đãng, phù hợp cho ô tô ra vào thoả mái. Tiện ích xung quanh: - Gần công viên Thiên Văn Học, công viên An Hưng, Siêu thị Aoen - Siêu thị Đức Thành gần kề. - Các trường học như Trường THCS Lê Quý Đôn, Trường Tiểu Học Kim Đồng, Trường THCS Dương Nội. Liên hệ để được tư vấn miễn phí qua số điện thoại [phone_number] với Xuân Đạt.",Đất,Hà Nội,Hà Đông,,,,8676875000,50.0,0.0,4.0,,,0.0,0.0,Tây Bắc,,2025-06-03T13:55:48.260000,20.965614,105.785263
"Bán NR 4PN, 5WC, 80m2 tại Lê Văn Thọ, Gò Vấp, 7,2 tỷ","Nhà riêng 4 phòng ngủ, 5 toilet, diện tích 80m2 nằm ở Lê Văn Thọ, Phường 11, Gò Vấp, Hồ Chí Minh là một lựa chọn lý tưởng cho gia đình. Với hướng cửa chính Tây và ban công Tây, ngôi nhà này không chỉ mang lại ánh sáng tự nhiên mà còn tạo không gian sống thoáng đãng. - Diện tích: 80m2 - Số tầng: 4 - Mặt tiền: 4.5m, ngõ trước rộng 6m, thuận tiện cho việc di chuyển. - Nội thất đầy đủ: điều hòa, giường, tủ lạnh... Ưu điểm: - Pháp lý đầy đủ, sổ đỏ/ sổ hồng - Mặt tiền rộng, lý tưởng cho kinh doanh nếu cần - Ngõ vào rộng rãi, phù hợp cho ô tô Khu vực xung quanh: - Gần công viên làng hoa Gò Vấp, công viên Phường 11 - Siêu thị Bách Hóa Xanh, siêu thị Mẹ Bầu & Em Bé Con Cưng - Bệnh viện Quận Gò Vấp, Bệnh viện Đa Khoa Hồng Đức III - Trường Tiểu Học Việt Mỹ Cơ Sở 3, Trường Mầm Non Hạnh Thông Tây Liên hệ để biết thêm chi tiết: Tài Nhà Tốt [phone_number]",Nhà,Hồ Chí Minh,Gò Vấp,11,Lê Văn Thọ,,13099140000,80.0,4.0,4.0,,,4.0,5.0,Tây,Tây,2025-06-18T10:52:44.369000,10.788174,106.697492
Cần bán nhà mặt tiền đường Đồng Khởi,"Bán nhà MT đường Đồng Khởi đoạn gần ngã 4 Đài Truyền Hình, có dòng tiền ổn định 20tr/thang trong 5 năm tới. DT 5*30 full thổ. 1 trệt 2 lầu, 5pn 5wc. Đang cho thuê 20tr/tháng. Giá 15tỷ (giá đã quá tốt nên bớt lộc cho khách thiện chí, vui lòng ko ép giá[phone_number] em lập.",Nhà,Đồng Nai,Biên Hòa,Tam Hiệp,Đồng Khởi,,11292000000,150.0,4.0,5.0,,,5.0,3.0,,,2025-06-07T06:53:52.513000,10.957004,106.83999
"Ngộp bank bán gấp biệt thự 12x20m, 3tầng giá 37.9 tỷ KDC Tân Quy Đông, view sông và công viên LH","Bán gấp biệt thự KDC Tân Quy Đông, phường Tân Phong, Quận 7. Nhà gần công viên, view sông nhìn qua Phú Mỹ Hưng. - Diện tích đất 240m² (12x20). - Kết cấu nhà: 1 trệt 2 lầu (390m² sàn). - Hướng nhà Đông Nam. - Sổ hồng hoàn công đầy đủ. Giá bán 38 tỷ thương lượng Mạnh cho khách thiện chí bán nhanh trả lải ngân hàng. (căn góc 2 mặt thoáng view sông). LH [phone_number]",Biệt thự/Nhà liền kề,Hồ Chí Minh,7,Tân Phong,61,,53007875000,240.0,4.0,12.0,,,5.0,5.0,Đông,Đông Nam,2025-06-21T19:14:23.307000,10.728216,106.736043
